t,theta,omega
17.900000000000002,0.02003165763764478,0.49883085812517525
17.91,0.025003261502472382,0.4956409429744604
17.92,0.029940027171268035,0.4919684115218229
17.93,0.03483725872498308,0.48781754743763517
17.94,0.03969032014189798,0.4831931838481387
17.95,0.044494635297608234,0.4781007033354565
17.96,0.04924568796503852,0.4725460379375798
17.97,0.05393902181442853,0.46653566914838224
17.98,0.05857024041334702,0.4600766279176043
17.990000000000002,0.06313500722667967,0.45317649465086796
18.0,0.06762904561663437,0.44584339920967075
18.01,0.07204813884274591,0.4380860209113774
18.02,0.07638813006186482,0.4299135885292384
18.03,0.08064492232816997,0.421335880292368
18.04,0.08481447859315615,0.41236322388576724
18.05,0.08889282170564629,0.4030064964502999
18.06,0.09287603441177951,0.3932771245827178
18.07,0.09676025935502273,0.3831870843356342
18.080000000000002,0.10054169907616083,0.37274890121754756
18.09,0.10421661601330075,0.3619756501928323
18.1,0.10778150887591689,0.3508802488970316
18.11,0.11123509819297629,0.33946680007591973
18.12,0.11457453428364271,0.3277449843595832
18.13,0.11779638319148518,0.315727435102661
18.14,0.1208973789175202,0.3034269036149264
18.150000000000002,0.12387442342020366,0.2908562591613166
18.16,0.12672458661543445,0.27802848896192023
18.17,0.12944510637655726,0.2649566981919636
18.18,0.1320333885343557,0.2516541099818424
18.19,0.13448700687705994,0.23813406541708473
18.2,0.1368037031503394,0.22441002353838896
18.21,0.13898138705730975,0.21049556134158523
18.22,0.14101813625852622,0.19640437377767447
18.23,0.14291219637198987,0.18215027375278892
18.240000000000002,0.14466198097314245,0.16774719212822692
18.25,0.1462660715948687,0.15320917772043816
18.26,0.14772321772749786,0.138550397301008
18.27,0.14903233681879982,0.12378513559669366
18.28,0.15019251427398927,0.10892779528938276
18.29,0.15120300345572196,0.09399289701613489
18.3,0.152063225684098,0.07899507936913974
18.31,0.15277277023665903,0.0639490988957594
18.32,0.15333139434839058,0.04886983009848589
18.330000000000002,0.15373902321172023,0.033772265434978244
18.34,0.15399574997651866,0.018671515318046783
18.35,0.15410183575009953,0.0035828081156368263
18.36,0.15405770959721915,-0.011478509849133622
18.37,0.15386396854007658,-0.026496974298016895
18.38,0.15352137755831408,-0.04145700299759286
18.39,0.15303086958901607,-0.05634289575931134
18.400000000000002,0.15239342423154995,-0.07114115391752333
18.41,0.1516095771821092,-0.08584583231049905
18.42,0.15068019303768926,-0.10044239873951616
18.43,0.14960631524596082,-0.11491552490672305
18.44,0.14838912075427546,-0.12925022075917308
18.45,0.14702992000966875,-0.1434318344887835
18.46,0.14553015695885668,-0.157446052532376
18.47,0.14389140904823963,-0.17127889957163672
18.48,0.14211538722389808,-0.18491673853315574
18.490000000000002,0.1402039359315965,-0.19834627058839277
18.5,0.13815903311678196,-0.21155453515369207
18.51,0.13598279022458154,-0.22452890989029636
18.52,0.13367745219980776,-0.2372571107043138
18.53,0.13124539748695216,-0.24972719174675548
18.54,0.128689138030192,-0.2619275454134986
18.55,0.12601131927338338,-0.2738469023453224
18.56,0.12321472016006836,-0.28547433142787304
18.57,0.12030225313346746,-0.29679923979169814
18.580000000000002,0.11727696413648647,-0.3078113728122167
18.59,0.1141420326117137,-0.3185008141097328
18.6,0.11090077150141635,-0.328857985549446
18.61,0.10755662724754853,-0.3388736472414254
18.62,0.10411317979174195,-0.34853889754063866
18.63,0.1005741425753155,-0.35784517304692387
18.64,0.09694336253926539,-0.36678424860501696
18.650000000000002,0.09322482012427392,-0.3753482373045281
18.66,0.08942262927070586,-0.38352959047995244
18.67,0.08554103741860422,-0.39132109771067786
18.68,0.08158442550769972,-0.39871588682096537
18.69,0.07755730797739993,-0.4057074238799711
18.7,0.07346433276680038,-0.4122895132017251
18.71,0.06930975293197479,-0.4184570143577279
18.72,0.0650951468498127,-0.4242083401234694
18.73,0.060824575285814114,-0.4295381207965883
18.740000000000002,0.056502607568346234,-0.4344407417803897
18.75,0.05213380025947527,-0.4389111175870184
18.76,0.047722697154961705,-0.4429446918374628
18.77,0.043273829284271224,-0.44653743726154443
18.78,0.03879171491056216,-0.4496858556979292
18.79,0.03428085953069815,-0.4523869780941172
18.8,0.029745755875235362,-0.4546383645064519
18.81,0.025190883908435373,-0.4564381041001122
18.82,0.020620710828252217,-0.45778481514911895
18.830000000000002,0.016039691066343773,-0.45867764503632996
18.84,0.011452266288066844,-0.45911627025344287
18.85,0.006862865392472314,-0.45910089640099466
18.86,0.00227590451231649,-0.45863225818836106
18.87,-0.00230421298595182,-0.4577116194337565
18.88,-0.006873096502178377,-0.4563407730642354
18.89,-0.01142636820251651,-0.4545220411156897
18.900000000000002,-0.015959663019415746,-0.4522582747328518
18.91,-0.020468628651626616,-0.4495528541692936
18.92,-0.02494892556420554,-0.4464096887874231
18.93,-0.029396226988503638,-0.4428332170584916
18.94,-0.03380621892217944,-0.43882840656258476
18.95,-0.03817460012918615,-0.4344007539886324
18.96,-0.04249708213978429,-0.42955628513439764
18.97,-0.046769389250529286,-0.42430155490648913
18.98,-0.050987258524283735,-0.41864364732034726
18.990000000000002,-0.055146439790206656,-0.4125901755002573
19.0,-0.05924269564375827,-0.4061492816793438
19.01,-0.06327180144670415,-0.3993296371995637
19.02,-0.06722985875021313,-0.3921396538414838
19.03,-0.07111522307437296,-0.38458212478034876
19.04,-0.07492437647212348,-0.3766642227884747
19.05,-0.07865338227267511,-0.3683946695505606
19.06,-0.0822984398652742,-0.35978242114355646
19.07,-0.08585588469921362,-0.35083666803663976
19.080000000000002,-0.08932218828382363,-0.3415668350912366
19.09,-0.09269395818847588,-0.33198258156101296
19.1,-0.09596793804258688,-0.3220938010918642
19.11,-0.09914100753560973,-0.3119106217219389
19.12,-0.10221018241704335,-0.3014434058816108
19.13,-0.10517261449642354,-0.290702750393508
19.14,-0.10802559164333167,-0.2796994864724829
19.150000000000002,-0.11076653778738718,-0.2684446797256387
19.16,-0.11339301291825099,-0.25694963015231875
19.17,-0.11590271308562805,-0.24522587214409325
19.18,-0.11829347039926097,-0.2332851744847886
19.19,-0.12056325302893708,-0.2211395403504539
19.2,-0.12271016520448175,-0.20880120730939475
19.21,-0.1247324472157647,-0.19628264732213882
19.22,-0.12662847541269398,-0.18359656674147104
19.23,-0.12839676220522178,-0.17075590631239795
19.240000000000002,-0.13003595606333945,-0.1577738411721789
19.25,-0.13154484151707982,-0.14466378085031312
19.26,-0.13292233915651858,-0.13143936926852517
19.27,-0.13416750563177068,-0.11811448474079811
19.28,-0.13527953365299422,-0.10470323997333508
19.29,-0.13625775199038687,-0.09121998206459836
19.3,-0.13710162547418908,-0.07767929250527028
19.31,-0.13781093460521987,-0.06409284505134878
19.32,-0.1383856534974534,-0.05046745310294302
19.330000000000002,-0.138825251409151,-0.036817272792280156
19.34,-0.13912931509989093,-0.02315666344711497
19.35,-0.13929757650476013,-0.009499794794025893
19.36,-0.13932991273435377,0.004139353041550983
19.37,-0.13922634607477566,0.017746989535360747
19.38,-0.13898704398763803,0.031309513764290864
19.39,-0.1386123191100615,0.044813514406409904
19.400000000000002,-0.13810262925467529,0.05824576974093365
19.41,-0.13745857740961734,0.07159324764823985
19.42,-0.1366809117385334,0.08484310560988217
19.43,-0.13577052558057862,0.09798269070855722
19.44,-0.13472845745041556,0.11099953962814199
19.45,-0.13355589103821652,0.12388137865365673
19.46,-0.13225415520966086,0.13661612367130188
19.47,-0.130824724005938,0.1491918801684214
19.48,-0.12926921664374408,0.161596943233539
19.490000000000002,-0.12758939751528509,0.1738197975563267
19.5,-0.12578717618827578,0.18584911742761856
19.51,-0.12386460740593741,0.19767376673942333
19.52,-0.12182389108700233,0.20928279898489427
19.53,-0.1196673723257086,0.22066545725836323
19.54,-0.11739754139180573,0.23181117425530762
19.55,-0.11501703373054861,0.2427095722723825
19.56,-0.11252862996270384,0.25335046320738885
19.57,-0.10993525588454313,0.26372384855930486
19.580000000000002,-0.10723998246784923,0.2738199194282594
19.59,-0.10444602585991361,0.28362905651554293
19.6,-0.10155674738353311,0.29314183012361866
19.61,-0.09857565353701722,0.30234900015609717
19.62,-0.09550637431451087,0.31124156836281996
19.63,-0.09235058544800581,0.3198154462433605
19.64,-0.08911047319712082,0.328064769672989
19.650000000000002,-0.08578953462337358,0.3359808474776188
19.66,-0.08239129924563138,0.34355545781761376
19.67,-0.0789193290401075,0.35078084818779576
19.68,-0.07537721844036954,0.3576497354174262
19.69,-0.07176859433732977,0.3641553056702262
19.7,-0.06809711607925496,0.37029121444435764
19.71,-0.06436647547175638,0.3760515865724414
19.72,-0.06058039677779999,0.3814310162215398
19.73,-0.056742636717696,0.38642456689317306
19.740000000000002,-0.05285698446910821,0.3910277714233056
19.75,-0.048927261667050005,0.39523663198235226
19.76,-0.04495732240388012,0.39904762007518263
19.77,-0.04095105322931241,0.4024576765411103
19.78,-0.03691237315040469,0.40546421155390405
19.79,-0.03284523363156992,0.40806510462177814
19.8,-0.028753618594564975,0.41025870458740077
19.81,-0.02464154441850193,0.41204382962788677
19.82,-0.020513059939836695,0.4134197672548036
19.830000000000002,-0.016372246452379016,0.41438627431416714
19.84,-0.01222321770728825,0.4149435769864433
19.85,-0.008070119913068899,0.4150923707865491
19.86,-0.003917131735580781,0.4148338205638505
19.87,0.00023153570197254059,0.41416956050216375
19.88,0.004371638819032075,0.4131016941197556
19.89,0.008498901577695145,0.4116327942693416
19.900000000000002,0.012609015482705252,0.4097659031380882
19.91,0.016697639581456175,0.40750453224761274
19.92,0.02076040803999649,0.4048526404681986
19.93,0.024794067032010217,0.40181140435877727
19.94,0.02879537792238057,0.39838261699482896
19.95,0.03276047116096566,0.3945704603261939
19.96,0.0366855316591123,0.39037947789880084
19.97,0.04056679878964485,0.3858145748546774
19.98,0.044400566386876325,0.3808810179319386
19.990000000000002,0.04818318274659865,0.37558443546479764
20.0,0.05191105062608696,0.36993081738356154
